region,office_id,office_type,date,day_of_week,hour,is_holiday,weather,seasonal_factor,num_visitors,actual_wait_time_minutes,crowd_level
US,us_office_2,benefit_center,2025-06-10,1,15,0,rain,1.0,28,19,moderate
US,us_office_2,benefit_center,2025-06-10,1,16,0,clear,1.0,19,14,low
US,us_office_2,benefit_center,2025-06-11,2,9,0,storm,1.0,13,11,low
US,us_office_2,benefit_center,2025-06-11,2,10,0,storm,1.0,15,18,low
US,us_office_2,benefit_center,2025-06-11,2,11,0,normal,1.0,54,39,high
US,us_office_2,benefit_center,2025-06-11,2,12,0,rain,1.0,28,34,moderate
US,us_office_2,benefit_center,2025-06-11,2,13,0,storm,1.0,17,22,low
US,us_office_2,benefit_center,2025-06-11,2,14,0,storm,1.0,23,23,moderate
US,us_office_2,benefit_center,2025-06-11,2,15,0,storm,1.0,35,29,moderate
US,us_office_2,benefit_center,2025-06-11,2,16,0,rain,1.0,24,16,moderate
US,us_office_2,benefit_center,2025-06-12,3,9,0,normal,1.0,29,29,moderate
US,us_office_2,benefit_center,2025-06-12,3,10,0,clear,1.0,56,39,high
US,us_office_2,benefit_center,2025-06-12,3,11,0,storm,1.0,31,28,moderate
US,us_office_2,benefit_center,2025-06-12,3,12,0,normal,1.0,39,39,moderate
US,us_office_2,benefit_center,2025-06-12,3,13,0,normal,1.0,34,34,moderate
US,us_office_2,benefit_center,2025-06-12,3,14,0,extreme_heat,1.0,21,23,moderate
US,us_office_2,benefit_center,2025-06-12,3,15,0,normal,1.0,44,38,moderate
US,us_office_2,benefit_center,2025-06-12,3,16,0,clear,1.0,28,33,moderate
US,us_office_2,benefit_center,2025-06-13,4,9,0,normal,1.0,15,15,low
US,us_office_2,benefit_center,2025-06-13,4,10,0,clear,1.0,55,44,high
US,us_office_2,benefit_center,2025-06-13,4,11,0,normal,1.0,29,21,moderate
US,us_office_2,benefit_center,2025-06-13,4,12,0,storm,1.0,13,21,low
US,us_office_2,benefit_center,2025-06-13,4,13,0,extreme_heat,1.0,28,27,moderate
US,us_office_2,benefit_center,2025-06-13,4,14,0,normal,1.0,36,33,moderate
US,us_office_2,benefit_center,2025-06-13,4,15,0,clear,1.0,45,49,high
US,us_office_2,benefit_center,2025-06-13,4,16,0,extreme_heat,1.0,21,27,moderate
US,us_office_2,benefit_center,2025-06-14,5,9,0,storm,1.0,0,4,low
US,us_office_2,benefit_center,2025-06-14,5,10,0,extreme_heat,1.0,16,24,low
US,us_office_2,benefit_center,2025-06-14,5,11,0,rain,1.0,21,18,moderate
US,us_office_2,benefit_center,2025-06-14,5,12,0,clear,1.0,16,16,low
US,us_office_2,benefit_center,2025-06-14,5,13,0,rain,1.0,11,5,low
US,us_office_2,benefit_center,2025-06-14,5,14,0,extreme_heat,1.0,15,20,low
US,us_office_2,benefit_center,2025-06-14,5,15,0,clear,1.0,28,22,moderate
US,us_office_2,benefit_center,2025-06-14,5,16,0,extreme_heat,1.0,11,8,low
US,us_office_2,benefit_center,2025-06-15,6,9,0,storm,1.0,14,3,low
US,us_office_2,benefit_center,2025-06-15,6,10,0,normal,1.0,24,15,moderate
US,us_office_2,benefit_center,2025-06-15,6,11,0,extreme_heat,1.0,13,15,low
US,us_office_2,benefit_center,2025-06-15,6,12,0,extreme_heat,1.0,15,20,low
US,us_office_2,benefit_center,2025-06-15,6,13,0,extreme_heat,1.0,13,10,low
US,us_office_2,benefit_center,2025-06-15,6,14,0,rain,1.0,24,22,moderate
US,us_office_2,benefit_center,2025-06-15,6,15,0,normal,1.0,34,34,moderate
US,us_office_2,benefit_center,2025-06-15,6,16,0,extreme_heat,1.0,7,3,low
US,us_office_2,benefit_center,2025-06-16,0,9,0,storm,1.0,13,16,low
US,us_office_2,benefit_center,2025-06-16,0,10,0,rain,1.0,44,38,moderate
US,us_office_2,benefit_center,2025-06-16,0,11,0,normal,1.0,33,29,moderate
US,us_office_2,benefit_center,2025-06-16,0,12,0,normal,1.0,33,29,moderate
US,us_office_2,benefit_center,2025-06-16,0,13,0,extreme_heat,1.0,29,15,moderate
US,us_office_2,benefit_center,2025-06-16,0,14,0,extreme_heat,1.0,41,36,moderate
US,us_office_2,benefit_center,2025-06-16,0,15,0,normal,1.0,55,44,high
US,us_office_2,benefit_center,2025-06-16,0,16,0,storm,1.0,6,7,low
US,us_office_2,benefit_center,2025-06-17,1,9,0,storm,1.0,12,18,low
US,us_office_2,benefit_center,2025-06-17,1,10,0,clear,1.0,48,45,high
US,us_office_2,benefit_center,2025-06-17,1,11,0,clear,1.0,48,39,high
US,us_office_2,benefit_center,2025-06-17,1,12,0,normal,1.0,28,27,moderate
US,us_office_2,benefit_center,2025-06-17,1,13,0,extreme_heat,1.0,29,24,moderate
US,us_office_2,benefit_center,2025-06-17,1,14,0,extreme_heat,1.0,36,24,moderate
US,us_office_2,benefit_center,2025-06-17,1,15,0,storm,1.0,26,25,moderate
US,us_office_2,benefit_center,2025-06-17,1,16,0,storm,1.0,14,12,low
US,us_office_2,benefit_center,2025-06-18,2,9,0,storm,1.0,16,14,low
US,us_office_2,benefit_center,2025-06-18,2,10,0,clear,1.0,32,33,moderate
US,us_office_2,benefit_center,2025-06-18,2,11,0,extreme_heat,1.0,37,34,moderate
US,us_office_2,benefit_center,2025-06-18,2,12,0,clear,1.0,23,26,moderate
US,us_office_2,benefit_center,2025-06-18,2,13,0,storm,1.0,24,20,moderate
US,us_office_2,benefit_center,2025-06-18,2,14,0,clear,1.0,49,44,high
US,us_office_2,benefit_center,2025-06-18,2,15,0,extreme_heat,1.0,32,29,moderate
US,us_office_2,benefit_center,2025-06-18,2,16,0,rain,1.0,22,16,moderate
US,us_office_2,benefit_center,2025-06-19,3,9,0,storm,1.0,10,13,low
US,us_office_2,benefit_center,2025-06-19,3,10,0,extreme_heat,1.0,38,26,moderate
US,us_office_2,benefit_center,2025-06-19,3,11,0,rain,1.0,22,20,moderate
US,us_office_2,benefit_center,2025-06-19,3,12,0,rain,1.0,28,31,moderate
US,us_office_2,benefit_center,2025-06-19,3,13,0,rain,1.0,38,42,moderate
US,us_office_2,benefit_center,2025-06-19,3,14,0,rain,1.0,47,49,high
US,us_office_2,benefit_center,2025-06-19,3,15,0,clear,1.0,43,42,moderate
US,us_office_2,benefit_center,2025-06-19,3,16,0,normal,1.0,10,11,low
US,us_office_2,benefit_center,2025-06-20,4,9,0,rain,1.0,16,12,low
US,us_office_2,benefit_center,2025-06-20,4,10,0,clear,1.0,44,35,moderate
US,us_office_2,benefit_center,2025-06-20,4,11,0,rain,1.0,38,36,moderate
US,us_office_2,benefit_center,2025-06-20,4,12,0,extreme_heat,1.0,17,9,low
US,us_office_2,benefit_center,2025-06-20,4,13,0,extreme_heat,1.0,22,11,moderate
US,us_office_2,benefit_center,2025-06-20,4,14,0,storm,1.0,21,17,moderate
US,us_office_2,benefit_center,2025-06-20,4,15,0,clear,1.0,41,35,moderate
US,us_office_2,benefit_center,2025-06-20,4,16,0,normal,1.0,28,32,moderate
US,us_office_2,benefit_center,2025-06-21,5,9,0,storm,1.0,6,2,low
US,us_office_2,benefit_center,2025-06-21,5,10,0,rain,1.0,22,20,moderate
US,us_office_2,benefit_center,2025-06-21,5,11,0,clear,1.0,9,17,low
US,us_office_2,benefit_center,2025-06-21,5,12,0,clear,1.0,9,14,low
US,us_office_2,benefit_center,2025-06-21,5,13,0,normal,1.0,9,9,low
US,us_office_2,benefit_center,2025-06-21,5,14,0,rain,1.0,18,14,low
US,us_office_2,benefit_center,2025-06-21,5,15,0,storm,1.0,4,13,low
US,us_office_2,benefit_center,2025-06-21,5,16,0,clear,1.0,10,3,low
US,us_office_2,benefit_center,2025-06-22,6,9,0,rain,1.0,12,11,low
US,us_office_2,benefit_center,2025-06-22,6,10,0,storm,1.0,10,6,low
US,us_office_2,benefit_center,2025-06-22,6,11,0,normal,1.0,27,25,moderate
US,us_office_2,benefit_center,2025-06-22,6,12,0,extreme_heat,1.0,10,8,low
US,us_office_2,benefit_center,2025-06-22,6,13,0,storm,1.0,17,12,low
US,us_office_2,benefit_center,2025-06-22,6,14,0,clear,1.0,8,2,low
US,us_office_2,benefit_center,2025-06-22,6,15,0,extreme_heat,1.0,20,15,moderate
US,us_office_2,benefit_center,2025-06-22,6,16,0,storm,1.0,8,2,low
US,us_office_2,benefit_center,2025-06-23,0,9,0,rain,1.0,16,15,low
US,us_office_2,benefit_center,2025-06-23,0,10,0,clear,1.0,46,37,high
US,us_office_2,benefit_center,2025-06-23,0,11,0,normal,1.0,34,25,moderate
US,us_office_2,benefit_center,2025-06-23,0,12,0,normal,1.0,35,35,moderate
US,us_office_2,benefit_center,2025-06-23,0,13,0,rain,1.0,34,20,moderate
US,us_office_2,benefit_center,2025-06-23,0,14,0,normal,1.0,52,48,high
US,us_office_2,benefit_center,2025-06-23,0,15,0,normal,1.0,41,37,moderate
US,us_office_2,benefit_center,2025-06-23,0,16,0,clear,1.0,26,29,moderate
US,us_office_2,benefit_center,2025-06-24,1,9,0,extreme_heat,1.0,15,10,low
US,us_office_2,benefit_center,2025-06-24,1,10,0,storm,1.0,30,27,moderate
US,us_office_2,benefit_center,2025-06-24,1,11,0,storm,1.0,22,13,moderate
US,us_office_2,benefit_center,2025-06-24,1,12,0,extreme_heat,1.0,30,28,moderate
US,us_office_2,benefit_center,2025-06-24,1,13,0,normal,1.0,38,36,moderate
US,us_office_2,benefit_center,2025-06-24,1,14,0,extreme_heat,1.0,31,31,moderate
US,us_office_2,benefit_center,2025-06-24,1,15,0,clear,1.0,41,36,moderate
US,us_office_2,benefit_center,2025-06-24,1,16,0,clear,1.0,23,22,moderate
US,us_office_2,benefit_center,2025-06-25,2,9,0,storm,1.0,20,21,moderate
US,us_office_2,benefit_center,2025-06-25,2,10,0,rain,1.0,55,50,high
US,us_office_2,benefit_center,2025-06-25,2,11,0,clear,1.0,44,32,moderate
US,us_office_2,benefit_center,2025-06-25,2,12,0,rain,1.0,31,25,moderate
US,us_office_2,benefit_center,2025-06-25,2,13,0,clear,1.0,29,33,moderate
US,us_office_2,benefit_center,2025-06-25,2,14,0,extreme_heat,1.0,34,29,moderate
US,us_office_2,benefit_center,2025-06-25,2,15,0,rain,1.0,38,37,moderate
US,us_office_2,benefit_center,2025-06-25,2,16,0,rain,1.0,22,24,moderate
US,us_office_2,benefit_center,2025-06-26,3,9,0,rain,1.0,18,15,low
US,us_office_2,benefit_center,2025-06-26,3,10,0,extreme_heat,1.0,35,25,moderate
US,us_office_2,benefit_center,2025-06-26,3,11,0,extreme_heat,1.0,41,46,moderate
US,us_office_2,benefit_center,2025-06-26,3,12,0,clear,1.0,44,39,moderate
US,us_office_2,benefit_center,2025-06-26,3,13,0,extreme_heat,1.0,21,30,moderate
US,us_office_2,benefit_center,2025-06-26,3,14,0,clear,1.0,52,40,high
US,us_office_2,benefit_center,2025-06-26,3,15,0,extreme_heat,1.0,35,36,moderate
US,us_office_2,benefit_center,2025-06-26,3,16,0,storm,1.0,10,11,low
US,us_office_2,benefit_center,2025-06-27,4,9,0,normal,1.0,26,15,moderate
US,us_office_2,benefit_center,2025-06-27,4,10,0,rain,1.0,45,45,high
US,us_office_2,benefit_center,2025-06-27,4,11,0,normal,1.0,49,32,high
US,us_office_2,benefit_center,2025-06-27,4,12,0,extreme_heat,1.0,24,26,moderate
US,us_office_2,benefit_center,2025-06-27,4,13,0,storm,1.0,21,20,moderate
US,us_office_2,benefit_center,2025-06-27,4,14,0,rain,1.0,38,36,moderate
US,us_office_2,benefit_center,2025-06-27,4,15,0,rain,1.0,40,33,moderate
US,us_office_2,benefit_center,2025-06-27,4,16,0,normal,1.0,15,23,low
US,us_office_2,benefit_center,2025-06-28,5,9,0,normal,1.0,19,21,low
US,us_office_2,benefit_center,2025-06-28,5,10,0,extreme_heat,1.0,15,24,low
US,us_office_2,benefit_center,2025-06-28,5,11,0,extreme_heat,1.0,29,30,moderate
US,us_office_2,benefit_center,2025-06-28,5,12,0,extreme_heat,1.0,18,11,low
US,us_office_2,benefit_center,2025-06-28,5,13,0,normal,1.0,6,11,low
US,us_office_2,benefit_center,2025-06-28,5,14,0,normal,1.0,22,14,moderate
US,us_office_2,benefit_center,2025-06-28,5,15,0,rain,1.0,7,4,low
US,us_office_2,benefit_center,2025-06-28,5,16,0,rain,1.0,11,6,low
US,us_office_2,benefit_center,2025-06-29,6,9,0,rain,1.0,3,2,low
US,us_office_2,benefit_center,2025-06-29,6,10,0,normal,1.0,20,25,moderate
US,us_office_2,benefit_center,2025-06-29,6,11,0,clear,1.0,19,12,low
US,us_office_2,benefit_center,2025-06-29,6,12,0,rain,1.0,18,21,low
US,us_office_2,benefit_center,2025-06-29,6,13,0,storm,1.0,11,2,low
US,us_office_2,benefit_center,2025-06-29,6,14,0,extreme_heat,1.0,11,9,low
US,us_office_2,benefit_center,2025-06-29,6,15,0,storm,1.0,13,18,low
US,us_office_2,benefit_center,2025-06-29,6,16,0,rain,1.0,9,6,low
US,us_office_2,benefit_center,2025-06-30,0,9,0,extreme_heat,1.0,24,14,moderate
US,us_office_2,benefit_center,2025-06-30,0,10,0,normal,1.0,44,34,moderate
US,us_office_2,benefit_center,2025-06-30,0,11,0,storm,1.0,34,25,moderate
US,us_office_2,benefit_center,2025-06-30,0,12,0,extreme_heat,1.0,27,22,moderate
US,us_office_2,benefit_center,2025-06-30,0,13,0,storm,1.0,18,11,low
US,us_office_2,benefit_center,2025-06-30,0,14,0,storm,1.0,29,20,moderate
US,us_office_2,benefit_center,2025-06-30,0,15,0,normal,1.0,55,39,high
US,us_office_2,benefit_center,2025-06-30,0,16,0,normal,1.0,24,26,moderate
US,us_office_2,benefit_center,2025-07-01,1,9,0,storm,1.15,11,16,low
US,us_office_2,benefit_center,2025-07-01,1,10,0,rain,1.15,41,31,moderate
US,us_office_2,benefit_center,2025-07-01,1,11,0,storm,1.15,44,40,moderate
US,us_office_2,benefit_center,2025-07-01,1,12,0,rain,1.15,42,37,moderate
US,us_office_2,benefit_center,2025-07-01,1,13,0,normal,1.15,47,46,high
US,us_office_2,benefit_center,2025-07-01,1,14,0,storm,1.15,26,24,moderate
US,us_office_2,benefit_center,2025-07-01,1,15,0,rain,1.15,36,27,moderate
US,us_office_2,benefit_center,2025-07-01,1,16,0,rain,1.15,29,28,moderate
US,us_office_2,benefit_center,2025-07-02,2,9,0,storm,1.15,13,2,low
US,us_office_2,benefit_center,2025-07-02,2,10,0,rain,1.15,38,30,moderate
US,us_office_2,benefit_center,2025-07-02,2,11,0,rain,1.15,42,33,moderate
US,us_office_2,benefit_center,2025-07-02,2,12,0,extreme_heat,1.15,33,28,moderate
US,us_office_2,benefit_center,2025-07-02,2,13,0,clear,1.15,44,37,moderate
US,us_office_2,benefit_center,2025-07-02,2,14,0,clear,1.15,52,48,high
US,us_office_2,benefit_center,2025-07-02,2,15,0,extreme_heat,1.15,41,43,moderate
US,us_office_2,benefit_center,2025-07-02,2,16,0,extreme_heat,1.15,20,10,moderate
US,us_office_2,benefit_center,2025-07-03,3,9,0,extreme_heat,1.15,30,26,moderate
US,us_office_2,benefit_center,2025-07-03,3,10,0,clear,1.15,44,35,moderate
US,us_office_2,benefit_center,2025-07-03,3,11,0,clear,1.15,46,45,high
US,us_office_2,benefit_center,2025-07-03,3,12,0,extreme_heat,1.15,27,27,moderate
US,us_office_2,benefit_center,2025-07-03,3,13,0,normal,1.15,36,34,moderate
US,us_office_2,benefit_center,2025-07-03,3,14,0,extreme_heat,1.15,40,42,moderate
US,us_office_2,benefit_center,2025-07-03,3,15,0,extreme_heat,1.15,49,43,high
US,us_office_2,benefit_center,2025-07-03,3,16,0,normal,1.15,27,22,moderate
US,us_office_2,benefit_center,2025-07-04,4,9,1,extreme_heat,1.15,36,32,moderate
US,us_office_2,benefit_center,2025-07-04,4,10,1,storm,1.15,52,42,high
US,us_office_2,benefit_center,2025-07-04,4,11,1,extreme_heat,1.15,58,55,high
US,us_office_2,benefit_center,2025-07-04,4,12,1,rain,1.15,56,56,high
US,us_office_2,benefit_center,2025-07-04,4,13,1,storm,1.15,37,40,moderate
US,us_office_2,benefit_center,2025-07-04,4,14,1,rain,1.15,64,59,high
US,us_office_2,benefit_center,2025-07-04,4,15,1,extreme_heat,1.15,66,54,high
US,us_office_2,benefit_center,2025-07-04,4,16,1,normal,1.15,52,51,high
US,us_office_2,benefit_center,2025-07-05,5,9,0,normal,1.15,16,8,low
US,us_office_2,benefit_center,2025-07-05,5,10,0,rain,1.15,23,16,moderate
US,us_office_2,benefit_center,2025-07-05,5,11,0,clear,1.15,29,24,moderate
US,us_office_2,benefit_center,2025-07-05,5,12,0,rain,1.15,21,32,moderate
US,us_office_2,benefit_center,2025-07-05,5,13,0,rain,1.15,8,3,low
US,us_office_2,benefit_center,2025-07-05,5,14,0,rain,1.15,22,16,moderate
US,us_office_2,benefit_center,2025-07-05,5,15,0,rain,1.15,25,20,moderate
US,us_office_2,benefit_center,2025-07-05,5,16,0,extreme_heat,1.15,5,5,low
US,us_office_2,benefit_center,2025-07-06,6,9,0,normal,1.15,27,17,moderate
US,us_office_2,benefit_center,2025-07-06,6,10,0,storm,1.15,9,13,low
US,us_office_2,benefit_center,2025-07-06,6,11,0,storm,1.15,21,25,moderate
US,us_office_2,benefit_center,2025-07-06,6,12,0,normal,1.15,16,16,low
US,us_office_2,benefit_center,2025-07-06,6,13,0,extreme_heat,1.15,18,7,low
US,us_office_2,benefit_center,2025-07-06,6,14,0,clear,1.15,34,32,moderate
US,us_office_2,benefit_center,2025-07-06,6,15,0,extreme_heat,1.15,14,7,low
US,us_office_2,benefit_center,2025-07-06,6,16,0,clear,1.15,8,17,low
US,us_office_2,benefit_center,2025-07-07,0,9,0,clear,1.15,29,31,moderate
US,us_office_2,benefit_center,2025-07-07,0,10,0,normal,1.15,61,60,high
US,us_office_2,benefit_center,2025-07-07,0,11,0,storm,1.15,33,35,moderate
US,us_office_2,benefit_center,2025-07-07,0,12,0,rain,1.15,39,32,moderate
US,us_office_2,benefit_center,2025-07-07,0,13,0,rain,1.15,36,21,moderate
US,us_office_2,benefit_center,2025-07-07,0,14,0,storm,1.15,41,36,moderate
US,us_office_2,benefit_center,2025-07-07,0,15,0,storm,1.15,30,24,moderate
US,us_office_2,benefit_center,2025-07-07,0,16,0,extreme_heat,1.15,22,19,moderate
US,us_office_2,benefit_center,2025-07-08,1,9,0,extreme_heat,1.15,27,24,moderate
US,us_office_2,benefit_center,2025-07-08,1,10,0,extreme_heat,1.15,38,31,moderate
US,us_office_2,benefit_center,2025-07-08,1,11,0,clear,1.15,53,56,high
US,us_office_2,benefit_center,2025-07-08,1,12,0,extreme_heat,1.15,21,17,moderate
US,us_office_2,benefit_center,2025-07-08,1,13,0,clear,1.15,41,36,moderate
US,us_office_2,benefit_center,2025-07-08,1,14,0,extreme_heat,1.15,48,36,high
US,us_office_2,benefit_center,2025-07-08,1,15,0,rain,1.15,43,30,moderate
US,us_office_2,benefit_center,2025-07-08,1,16,0,extreme_heat,1.15,23,18,moderate
US,us_office_2,benefit_center,2025-07-09,2,9,0,clear,1.15,24,14,moderate
US,us_office_2,benefit_center,2025-07-09,2,10,0,storm,1.15,26,27,moderate
US,us_office_2,benefit_center,2025-07-09,2,11,0,normal,1.15,58,54,high
US,us_office_2,benefit_center,2025-07-09,2,12,0,clear,1.15,43,42,moderate
US,us_office_2,benefit_center,2025-07-09,2,13,0,storm,1.15,23,19,moderate
US,us_office_2,benefit_center,2025-07-09,2,14,0,normal,1.15,49,32,high
US,us_office_2,benefit_center,2025-07-09,2,15,0,rain,1.15,51,38,high
US,us_office_2,benefit_center,2025-07-09,2,16,0,storm,1.15,18,5,low
US,us_office_2,benefit_center,2025-07-10,3,9,0,extreme_heat,1.15,31,33,moderate
US,us_office_2,benefit_center,2025-07-10,3,10,0,rain,1.15,43,38,moderate
US,us_office_2,benefit_center,2025-07-10,3,11,0,clear,1.15,48,41,high
US,us_office_2,benefit_center,2025-07-10,3,12,0,normal,1.15,44,34,moderate
US,us_office_2,benefit_center,2025-07-10,3,13,0,rain,1.15,33,22,moderate
US,us_office_2,benefit_center,2025-07-10,3,14,0,extreme_heat,1.15,45,50,high
US,us_office_2,benefit_center,2025-07-10,3,15,0,rain,1.15,28,23,moderate
US,us_office_2,benefit_center,2025-07-10,3,16,0,storm,1.15,12,11,low
US,us_office_2,benefit_center,2025-07-11,4,9,0,rain,1.15,20,17,moderate
US,us_office_2,benefit_center,2025-07-11,4,10,0,storm,1.15,27,24,moderate
US,us_office_2,benefit_center,2025-07-11,4,11,0,normal,1.15,57,55,high
US,us_office_2,benefit_center,2025-07-11,4,12,0,clear,1.15,43,49,moderate
US,us_office_2,benefit_center,2025-07-11,4,13,0,clear,1.15,39,33,moderate
US,us_office_2,benefit_center,2025-07-11,4,14,0,extreme_heat,1.15,48,48,high
US,us_office_2,benefit_center,2025-07-11,4,15,0,rain,1.15,50,50,high
US,us_office_2,benefit_center,2025-07-11,4,16,0,rain,1.15,24,24,moderate
US,us_office_2,benefit_center,2025-07-12,5,9,0,normal,1.15,8,8,low
US,us_office_2,benefit_center,2025-07-12,5,10,0,extreme_heat,1.15,17,18,low
US,us_office_2,benefit_center,2025-07-12,5,11,0,clear,1.15,18,15,low
US,us_office_2,benefit_center,2025-07-12,5,12,0,normal,1.15,0,5,low
US,us_office_2,benefit_center,2025-07-12,5,13,0,clear,1.15,25,16,moderate
US,us_office_2,benefit_center,2025-07-12,5,14,0,normal,1.15,21,18,moderate
US,us_office_2,benefit_center,2025-07-12,5,15,0,clear,1.15,29,30,moderate
US,us_office_2,benefit_center,2025-07-12,5,16,0,normal,1.15,13,16,low
US,us_office_2,benefit_center,2025-07-13,6,9,0,rain,1.15,14,12,low
US,us_office_2,benefit_center,2025-07-13,6,10,0,storm,1.15,18,11,low
US,us_office_2,benefit_center,2025-07-13,6,11,0,clear,1.15,24,17,moderate
US,us_office_2,benefit_center,2025-07-13,6,12,0,storm,1.15,11,6,low
US,us_office_2,benefit_center,2025-07-13,6,13,0,storm,1.15,17,11,low
US,us_office_2,benefit_center,2025-07-13,6,14,0,clear,1.15,26,30,moderate
US,us_office_2,benefit_center,2025-07-13,6,15,0,normal,1.15,19,20,low
US,us_office_2,benefit_center,2025-07-13,6,16,0,extreme_heat,1.15,10,8,low
US,us_office_2,benefit_center,2025-07-14,0,9,0,rain,1.15,15,13,low
US,us_office_2,benefit_center,2025-07-14,0,10,0,rain,1.15,45,28,high
US,us_office_2,benefit_center,2025-07-14,0,11,0,clear,1.15,55,57,high
US,us_office_2,benefit_center,2025-07-14,0,12,0,normal,1.15,47,43,high
US,us_office_2,benefit_center,2025-07-14,0,13,0,clear,1.15,37,31,moderate
US,us_office_2,benefit_center,2025-07-14,0,14,0,storm,1.15,32,31,moderate
US,us_office_2,benefit_center,2025-07-14,0,15,0,rain,1.15,45,41,high
US,us_office_2,benefit_center,2025-07-14,0,16,0,normal,1.15,30,25,moderate
US,us_office_2,benefit_center,2025-07-15,1,9,0,normal,1.15,31,22,moderate
US,us_office_2,benefit_center,2025-07-15,1,10,0,normal,1.15,40,34,moderate
US,us_office_2,benefit_center,2025-07-15,1,11,0,storm,1.15,31,25,moderate
US,us_office_2,benefit_center,2025-07-15,1,12,0,rain,1.15,35,33,moderate
US,us_office_2,benefit_center,2025-07-15,1,13,0,clear,1.15,44,43,moderate
US,us_office_2,benefit_center,2025-07-15,1,14,0,clear,1.15,52,36,high
US,us_office_2,benefit_center,2025-07-15,1,15,0,normal,1.15,61,54,high
US,us_office_2,benefit_center,2025-07-15,1,16,0,clear,1.15,22,20,moderate
US,us_office_2,benefit_center,2025-07-16,2,9,0,storm,1.15,21,11,moderate
US,us_office_2,benefit_center,2025-07-16,2,10,0,clear,1.15,61,52,high
US,us_office_2,benefit_center,2025-07-16,2,11,0,rain,1.15,40,38,moderate
US,us_office_2,benefit_center,2025-07-16,2,12,0,clear,1.15,41,39,moderate
US,us_office_2,benefit_center,2025-07-16,2,13,0,rain,1.15,36,40,moderate
US,us_office_2,benefit_center,2025-07-16,2,14,0,normal,1.15,59,50,high
US,us_office_2,benefit_center,2025-07-16,2,15,0,normal,1.15,58,53,high
US,us_office_2,benefit_center,2025-07-16,2,16,0,clear,1.15,28,20,moderate
US,us_office_2,benefit_center,2025-07-17,3,9,0,rain,1.15,18,21,low
US,us_office_2,benefit_center,2025-07-17,3,10,0,extreme_heat,1.15,51,48,high
US,us_office_2,benefit_center,2025-07-17,3,11,0,storm,1.15,35,39,moderate
US,us_office_2,benefit_center,2025-07-17,3,12,0,storm,1.15,23,20,moderate
US,us_office_2,benefit_center,2025-07-17,3,13,0,storm,1.15,22,18,moderate
US,us_office_2,benefit_center,2025-07-17,3,14,0,normal,1.15,55,53,high
US,us_office_2,benefit_center,2025-07-17,3,15,0,extreme_heat,1.15,39,38,moderate
US,us_office_2,benefit_center,2025-07-17,3,16,0,clear,1.15,23,22,moderate
US,us_office_2,benefit_center,2025-07-18,4,9,0,clear,1.15,28,30,moderate
US,us_office_2,benefit_center,2025-07-18,4,10,0,rain,1.15,43,33,moderate
US,us_office_2,benefit_center,2025-07-18,4,11,0,storm,1.15,34,40,moderate
US,us_office_2,benefit_center,2025-07-18,4,12,0,extreme_heat,1.15,37,30,moderate
US,us_office_2,benefit_center,2025-07-18,4,13,0,storm,1.15,31,24,moderate
US,us_office_2,benefit_center,2025-07-18,4,14,0,clear,1.15,50,53,high
US,us_office_2,benefit_center,2025-07-18,4,15,0,rain,1.15,42,36,moderate
US,us_office_2,benefit_center,2025-07-18,4,16,0,extreme_heat,1.15,23,20,moderate
US,us_office_2,benefit_center,2025-07-19,5,9,0,clear,1.15,9,7,low
US,us_office_2,benefit_center,2025-07-19,5,10,0,rain,1.15,30,18,moderate
US,us_office_2,benefit_center,2025-07-19,5,11,0,rain,1.15,25,21,moderate
US,us_office_2,benefit_center,2025-07-19,5,12,0,extreme_heat,1.15,11,6,low
US,us_office_2,benefit_center,2025-07-19,5,13,0,clear,1.15,22,19,moderate
US,us_office_2,benefit_center,2025-07-19,5,14,0,extreme_heat,1.15,21,8,moderate
US,us_office_2,benefit_center,2025-07-19,5,15,0,rain,1.15,23,19,moderate
US,us_office_2,benefit_center,2025-07-19,5,16,0,rain,1.15,11,6,low
US,us_office_2,benefit_center,2025-07-20,6,9,0,clear,1.15,13,7,low
US,us_office_2,benefit_center,2025-07-20,6,10,0,extreme_heat,1.15,19,17,low
US,us_office_2,benefit_center,2025-07-20,6,11,0,storm,1.15,16,20,low
US,us_office_2,benefit_center,2025-07-20,6,12,0,rain,1.15,19,19,low
US,us_office_2,benefit_center,2025-07-20,6,13,0,storm,1.15,6,2,low
US,us_office_2,benefit_center,2025-07-20,6,14,0,rain,1.15,15,12,low
US,us_office_2,benefit_center,2025-07-20,6,15,0,rain,1.15,25,22,moderate
US,us_office_2,benefit_center,2025-07-20,6,16,0,normal,1.15,20,19,moderate
US,us_office_2,benefit_center,2025-07-21,0,9,0,clear,1.15,32,23,moderate
US,us_office_2,benefit_center,2025-07-21,0,10,0,storm,1.15,32,28,moderate
US,us_office_2,benefit_center,2025-07-21,0,11,0,normal,1.15,55,48,high
US,us_office_2,benefit_center,2025-07-21,0,12,0,rain,1.15,38,37,moderate
US,us_office_2,benefit_center,2025-07-21,0,13,0,clear,1.15,35,24,moderate
US,us_office_2,benefit_center,2025-07-21,0,14,0,rain,1.15,40,40,moderate
US,us_office_2,benefit_center,2025-07-21,0,15,0,rain,1.15,56,50,high
US,us_office_2,benefit_center,2025-07-21,0,16,0,normal,1.15,29,34,moderate
US,us_office_2,benefit_center,2025-07-22,1,9,0,extreme_heat,1.15,20,17,moderate
US,us_office_2,benefit_center,2025-07-22,1,10,0,clear,1.15,48,38,high
