benefit_id,region,category,income_ratio,age_centrality,family_margin,category_match,employment_match_any,region_density,priority_label
us_medicaid,US,healthcare_support,0.7351,0.3833,0,0,1,6,0.2148
in_nfsa,IN,food_assistance,0.313,0.9833,1,0,1,6,0.4915
us_snap,US,food_assistance,0.6885,0.0833,0,1,1,6,0.3962
us_ssdi,US,disability_support,0.0,0.6863,0,0,1,6,0.5579
br_idoso,BR,elderly_care,0.3232,0.8333,1,1,1,6,0.642
us_section8,US,housing_assistance,0.1965,0.5098,0,0,1,6,0.471
br_sus,BR,healthcare_support,0.0,0.7833,1,0,1,6,0.6411
us_section8,US,housing_assistance,0.6783,0.9804,1,0,1,6,0.3469
us_snap,US,food_assistance,0.2538,0.2167,1,0,1,6,0.4433
in_disability_pension,IN,disability_support,0.2141,0.7451,1,0,1,6,0.5264
us_unemployment,US,unemployment,0.0,0.451,1,0,0,6,0.6426
us_tanf,US,child_support,0.3603,0.3333,1,0,1,6,0.4245
br_idoso,BR,elderly_care,0.4676,0.0333,3,0,1,6,0.4224
us_snap,US,food_assistance,0.3466,0.8667,0,1,1,6,0.6082
us_medicaid,US,healthcare_support,0.832,0.5167,1,1,1,6,0.4632
in_disability_pension,IN,disability_support,0.299,0.6471,2,0,1,6,0.5208
br_bpc,BR,disability_support,0.1086,0.3167,2,1,1,6,0.8004
us_tanf,US,child_support,0.3939,0.4444,1,0,1,6,0.4186
in_nfsa,IN,food_assistance,0.32,0.3833,1,0,1,6,0.4623
br_minha_casa,BR,housing_assistance,0.2669,0.5294,0,0,1,6,0.4051
us_medicaid,US,healthcare_support,0.1918,0.3167,0,0,1,6,0.4201
us_unemployment,US,unemployment,0.0,0.7647,3,0,0,6,0.6939
in_nfsa,IN,food_assistance,0.3735,0.6833,1,0,1,6,0.4448
us_tanf,US,child_support,0.4837,0.0,0,0,1,6,0.3076
us_ssdi,US,disability_support,0.0,0.2549,0,1,1,6,0.7596
br_idoso,BR,elderly_care,0.438,0.3333,3,0,1,6,0.4389
us_section8,US,housing_assistance,0.3304,0.8431,0,1,1,6,0.6652
br_idoso,BR,elderly_care,0.0718,0.7333,3,1,1,6,0.8543
in_disability_pension,IN,disability_support,0.3623,0.5098,1,1,1,6,0.6149
in_nfsa,IN,food_assistance,0.5843,0.7,3,0,1,6,0.5054
br_idoso,BR,elderly_care,0.465,1.0,2,0,1,6,0.4853
us_unemployment,US,unemployment,0.0,0.2745,0,0,0,6,0.5057
us_ssdi,US,disability_support,0.0,0.8235,0,1,1,6,0.7934
br_bolsa_familia,BR,child_support,0.4618,0.4444,0,1,1,6,0.4912
in_nsap,IN,elderly_care,0.336,0.8,3,1,1,6,0.7432
us_tanf,US,child_support,0.344,0.1111,3,0,1,6,0.4981
in_disability_pension,IN,disability_support,0.3875,0.098,0,1,1,6,0.5102
us_unemployment,US,unemployment,0.0,0.549,1,0,0,6,0.6213
in_nfsa,IN,food_assistance,0.3831,0.2167,0,0,1,6,0.3834
in_disability_pension,IN,disability_support,0.361,0.4902,1,0,1,6,0.4644
in_nsap,IN,elderly_care,0.5971,0.7667,2,0,1,6,0.4357
br_auxilio_emergencial,BR,unemployment,0.0,0.1961,0,1,0,6,0.7144
us_section8,US,housing_assistance,0.4023,0.3333,3,0,1,6,0.5365
br_bpc,BR,disability_support,0.4848,0.9,0,1,1,6,0.6006
in_pmjay,IN,healthcare_support,0.1627,0.8667,3,1,1,6,0.885
br_minha_casa,BR,housing_assistance,0.3427,1.0,3,1,1,6,0.8426
br_bpc,BR,disability_support,0.5407,0.0667,1,0,1,6,0.3187
us_tanf,US,child_support,0.3539,0.7778,0,1,1,6,0.5737
in_icds,IN,child_support,0.3131,0.3333,0,0,1,6,0.3702
br_bpc,BR,disability_support,0.2726,0.05,0,0,1,6,0.3659
in_pmjay,IN,healthcare_support,0.4544,0.7,0,0,1,6,0.3856
in_pmaay,IN,housing_assistance,0.4825,0.5294,0,1,1,6,0.49
in_icds,IN,child_support,0.6179,0.0,0,1,1,6,0.4667
br_auxilio_emergencial,BR,unemployment,0.0,0.1765,1,1,0,6,0.7492
in_nsap,IN,elderly_care,0.5984,0.5,1,1,1,6,0.4926
br_bolsa_familia,BR,child_support,0.3136,0.4444,1,0,1,6,0.4812
br_idoso,BR,elderly_care,0.0905,0.2667,1,0,1,6,0.5205
us_ssdi,US,disability_support,0.0,0.8627,0,0,1,6,0.5478
us_snap,US,food_assistance,0.3287,0.5167,0,0,1,6,0.4394
br_bolsa_familia,BR,child_support,0.5337,0.3333,2,0,1,6,0.3952
br_idoso,BR,elderly_care,0.1918,0.5667,0,0,1,6,0.4641
br_idoso,BR,elderly_care,0.6747,0.5,0,0,1,6,0.2952
br_bpc,BR,disability_support,0.2039,0.2,1,0,1,6,0.435
us_medicaid,US,healthcare_support,0.2619,0.95,0,1,1,6,0.6712
in_nsap,IN,elderly_care,0.5709,0.3667,2,0,1,6,0.3857
br_bolsa_familia,BR,child_support,0.1088,0.2222,0,0,1,6,0.4365
in_nfsa,IN,food_assistance,0.4237,0.8667,3,0,1,6,0.5787
br_idoso,BR,elderly_care,0.5514,0.9667,1,1,1,6,0.5803
br_sus,BR,healthcare_support,0.0,0.6333,2,0,1,6,0.6407
in_nfsa,IN,food_assistance,0.4007,0.4333,0,1,1,6,0.5262
in_pmaay,IN,housing_assistance,0.5167,0.0588,3,0,1,6,0.4187
us_snap,US,food_assistance,0.2857,0.1833,0,0,1,6,0.3693
br_minha_casa,BR,housing_assistance,0.4862,0.6275,0,0,1,6,0.3422
us_tanf,US,child_support,0.3411,0.6667,3,0,1,6,0.5456
us_ssdi,US,disability_support,0.0,0.1373,3,0,1,6,0.64
us_section8,US,housing_assistance,0.5264,0.4902,1,0,1,6,0.3996
in_icds,IN,child_support,0.5907,0.0,0,0,1,6,0.2267
in_pmjay,IN,healthcare_support,0.5573,0.15,1,0,1,6,0.2714
br_minha_casa,BR,housing_assistance,0.3068,0.7059,1,0,1,6,0.473
in_pmaay,IN,housing_assistance,0.3769,0.2549,2,1,1,6,0.6156
br_minha_casa,BR,housing_assistance,0.2251,0.5098,1,1,1,6,0.71
br_bpc,BR,disability_support,0.3197,0.3667,1,0,1,6,0.4029
in_nfsa,IN,food_assistance,0.5087,0.0833,0,0,1,6,0.3285
br_sus,BR,healthcare_support,0.0,0.45,3,0,1,6,0.699
in_nfsa,IN,food_assistance,0.4109,0.5833,2,1,1,6,0.7059
in_icds,IN,child_support,0.5017,1.0,3,1,1,6,0.7097
br_idoso,BR,elderly_care,0.5451,0.5333,1,0,1,6,0.3722
br_bolsa_familia,BR,child_support,0.062,0.8889,0,1,1,6,0.7836
in_nfsa,IN,food_assistance,0.2614,0.4167,3,1,1,6,0.7834
br_sus,BR,healthcare_support,0.0,0.6333,1,1,1,6,0.8128
us_snap,US,food_assistance,0.1863,0.6833,1,1,1,6,0.7691
in_disability_pension,IN,disability_support,0.2704,0.1373,1,1,1,6,0.6041
us_ssdi,US,disability_support,0.0,0.1569,1,1,1,6,0.7475
in_disability_pension,IN,disability_support,0.1672,0.4118,1,0,1,6,0.5494
us_medicaid,US,healthcare_support,0.6925,0.9833,0,0,1,6,0.303
in_pmjay,IN,healthcare_support,0.1807,0.25,1,0,1,6,0.4795
br_auxilio_emergencial,BR,unemployment,0.0,0.451,3,0,0,6,0.6537
in_disability_pension,IN,disability_support,0.534,0.0392,0,1,1,6,0.4905
br_sus,BR,healthcare_support,0.0,0.8167,2,0,1,6,0.6992
us_medicaid,US,healthcare_support,0.1036,0.2833,1,1,1,6,0.7729
br_sus,BR,healthcare_support,0.0,0.9667,2,1,1,6,0.8592
in_nfsa,IN,food_assistance,0.5591,0.8833,0,1,1,6,0.5006
br_auxilio_emergencial,BR,unemployment,0.0,0.1765,2,0,0,6,0.6106
br_bpc,BR,disability_support,0.5408,0.15,1,0,1,6,0.2994
br_bolsa_familia,BR,child_support,0.3343,0.6667,3,0,1,6,0.5893
us_unemployment,US,unemployment,0.0,0.3137,2,1,0,6,0.7962
br_bolsa_familia,BR,child_support,0.301,0.5556,2,1,1,6,0.7125
br_minha_casa,BR,housing_assistance,0.3061,0.3922,0,1,1,6,0.6292
us_ssdi,US,disability_support,0.0,0.7059,2,0,1,6,0.6461
us_medicaid,US,healthcare_support,0.3604,0.4833,1,1,1,6,0.6342
in_pmaay,IN,housing_assistance,0.7353,0.8431,2,0,1,6,0.3049
us_unemployment,US,unemployment,0.0,0.5294,3,0,0,6,0.7525
in_nsap,IN,elderly_care,0.3563,0.2,2,0,1,6,0.4815
br_sus,BR,healthcare_support,0.0,0.6667,0,0,1,6,0.5621
us_tanf,US,child_support,0.346,0.3333,2,1,1,6,0.6666
br_auxilio_emergencial,BR,unemployment,0.0,0.2745,1,1,0,6,0.7714
br_bolsa_familia,BR,child_support,0.5949,0.0,2,1,1,6,0.5696
br_bpc,BR,disability_support,0.1877,0.45,1,1,1,6,0.6771
us_section8,US,housing_assistance,0.3875,0.0196,2,0,1,6,0.4187
in_pmaay,IN,housing_assistance,0.1523,0.8235,1,1,1,6,0.8025
in_disability_pension,IN,disability_support,0.2108,0.6078,0,0,1,6,0.4425
us_tanf,US,child_support,0.0218,0.3333,0,0,1,6,0.5126
us_section8,US,housing_assistance,0.7048,0.1961,1,0,1,6,0.2753
us_medicaid,US,healthcare_support,0.5439,0.6667,1,0,1,6,0.401
br_auxilio_emergencial,BR,unemployment,0.0,0.0196,0,1,0,6,0.6538
us_medicaid,US,healthcare_support,0.0958,0.6167,0,1,1,6,0.7363
in_nfsa,IN,food_assistance,0.1477,0.4333,3,0,1,6,0.6632
in_pmjay,IN,healthcare_support,0.2698,0.8833,0,1,1,6,0.6347
in_nsap,IN,elderly_care,0.254,0.9333,0,0,1,6,0.435
in_nsap,IN,elderly_care,0.6122,0.5333,1,1,1,6,0.5687
in_nfsa,IN,food_assistance,0.1792,0.6333,0,0,1,6,0.4892
br_auxilio_emergencial,BR,unemployment,0.0,0.098,1,1,0,6,0.7739
in_pmjay,IN,healthcare_support,0.4168,0.2167,0,1,1,6,0.5799
br_bpc,BR,disability_support,0.2897,0.5333,0,0,1,6,0.4429
us_section8,US,housing_assistance,0.1708,0.1961,0,0,1,6,0.486
us_tanf,US,child_support,0.3711,0.7778,1,0,1,6,0.4681
us_unemployment,US,unemployment,0.0,0.2157,2,1,0,6,0.8462
in_disability_pension,IN,disability_support,0.066,0.0588,0,0,1,6,0.4727
us_snap,US,food_assistance,0.6083,0.3833,1,0,1,6,0.279
in_icds,IN,child_support,0.0788,0.6667,1,0,1,6,0.6244
us_tanf,US,child_support,0.2806,0.3333,1,0,1,6,0.4687
in_nsap,IN,elderly_care,0.5563,0.6,1,0,1,6,0.3136
in_pmjay,IN,healthcare_support,0.2034,0.4,0,0,1,6,0.4049
in_disability_pension,IN,disability_support,0.404,0.9804,1,0,1,6,0.5126
br_bpc,BR,disability_support,0.3169,0.5667,1,1,1,6,0.7077
br_bolsa_familia,BR,child_support,0.3559,0.3333,1,0,1,6,0.422
us_section8,US,housing_assistance,0.6026,0.8235,1,1,1,6,0.5676
br_bpc,BR,disability_support,0.8428,0.5333,0,0,1,6,0.1949
in_pmjay,IN,healthcare_support,0.135,0.9167,0,0,1,6,0.5436
in_disability_pension,IN,disability_support,0.6734,0.0784,3,0,1,6,0.3643
us_section8,US,housing_assistance,0.1136,0.0588,0,0,1,6,0.4167
in_nfsa,IN,food_assistance,0.748,0.0167,1,1,1,6,0.4259
us_section8,US,housing_assistance,0.2071,0.5294,1,0,1,6,0.4675
us_tanf,US,child_support,0.3171,0.1111,1,1,1,6,0.6026
br_minha_casa,BR,housing_assistance,0.2092,0.7647,0,0,1,6,0.4745
in_nfsa,IN,food_assistance,0.7641,0.7333,1,0,1,6,0.2767
in_nsap,IN,elderly_care,0.5415,0.6333,0,0,1,6,0.2977
in_nfsa,IN,food_assistance,0.254,0.6,2,0,1,6,0.5628
us_ssdi,US,disability_support,0.0,0.451,0,0,1,6,0.5721
in_disability_pension,IN,disability_support,0.6149,0.6471,1,1,1,6,0.5549
in_pmaay,IN,housing_assistance,0.5975,0.3922,0,0,1,6,0.2237
br_idoso,BR,elderly_care,0.4035,0.0667,3,1,1,6,0.6279
us_ssdi,US,disability_support,0.0,0.3137,2,0,1,6,0.656
us_ssdi,US,disability_support,0.0,0.8039,1,1,1,6,0.8246
in_nsap,IN,elderly_care,0.4314,0.1667,0,0,1,6,0.3632
us_tanf,US,child_support,0.0979,0.0,0,1,1,6,0.6103
us_section8,US,housing_assistance,0.5194,0.2941,2,0,1,6,0.3593
us_ssdi,US,disability_support,0.0,0.2941,0,0,1,6,0.5532
us_snap,US,food_assistance,0.6905,0.2833,3,0,1,6,0.3808
us_section8,US,housing_assistance,0.5664,0.0588,2,0,1,6,0.3467
us_unemployment,US,unemployment,0.0,0.3922,1,1,0,6,0.8193
br_auxilio_emergencial,BR,unemployment,0.0,0.3922,1,1,0,6,0.8018
us_medicaid,US,healthcare_support,0.5744,0.6,1,1,1,6,0.5868
br_auxilio_emergencial,BR,unemployment,0.0,0.2353,0,0,0,6,0.5102
br_idoso,BR,elderly_care,0.5719,0.3333,0,1,1,6,0.4668
in_disability_pension,IN,disability_support,0.3442,0.0784,1,0,1,6,0.4147
in_pmjay,IN,healthcare_support,0.1885,0.85,1,1,1,6,0.792
br_auxilio_emergencial,BR,unemployment,0.0,0.1765,2,0,0,6,0.6034
us_tanf,US,child_support,0.4901,0.7778,0,1,1,6,0.5822
us_unemployment,US,unemployment,0.0,0.0,1,0,0,6,0.5528
us_snap,US,food_assistance,0.2963,0.0167,0,1,1,6,0.535
us_ssdi,US,disability_support,0.0,1.0,0,0,1,6,0.5668
us_medicaid,US,healthcare_support,0.7464,0.3667,1,1,1,6,0.4659
us_ssdi,US,disability_support,0.0,0.8235,1,0,1,6,0.5938
us_snap,US,food_assistance,0.141,0.1833,1,0,1,6,0.5097
us_snap,US,food_assistance,0.1323,0.3333,1,0,1,6,0.5684
us_medicaid,US,healthcare_support,0.4833,0.1667,1,0,1,6,0.3573
br_idoso,BR,elderly_care,0.494,0.0,2,0,1,6,0.4243
br_sus,BR,healthcare_support,0.0,0.95,2,0,1,6,0.7217
us_section8,US,housing_assistance,0.3021,0.0588,3,0,1,6,0.5224
us_medicaid,US,healthcare_support,0.2775,0.75,1,0,1,6,0.4624
us_snap,US,food_assistance,0.5701,0.4833,0,1,1,6,0.4597
br_bolsa_familia,BR,child_support,0.383,1.0,1,0,1,6,0.4726
us_tanf,US,child_support,0.3553,0.6667,0,0,1,6,0.3972
us_ssdi,US,disability_support,0.0,0.9412,3,0,1,6,0.7769
us_section8,US,housing_assistance,0.5121,0.451,0,0,1,6,0.2878
br_bolsa_familia,BR,child_support,0.0247,1.0,0,0,1,6,0.5698
in_icds,IN,child_support,0.5063,0.0,1,0,1,6,0.3552
us_tanf,US,child_support,0.2975,0.2222,1,0,1,6,0.3912
in_disability_pension,IN,disability_support,0.7,0.2745,3,0,1,6,0.3653
in_disability_pension,IN,disability_support,0.3302,0.4706,1,0,1,6,0.493
br_minha_casa,BR,housing_assistance,0.414,0.2353,0,1,1,6,0.5512
in_nsap,IN,elderly_care,0.2663,0.4333,2,1,1,6,0.7233
br_bolsa_familia,BR,child_support,0.1407,0.1111,0,0,1,6,0.4362
us_snap,US,food_assistance,0.4551,0.3167,3,1,1,6,0.6307
in_pmjay,IN,healthcare_support,0.4633,0.4167,1,0,1,6,0.3784
br_idoso,BR,elderly_care,0.3099,0.2,3,0,1,6,0.5399
in_pmaay,IN,housing_assistance,0.148,0.7843,0,0,1,6,0.5019
us_snap,US,food_assistance,0.8089,0.85,1,0,1,6,0.2289
br_auxilio_emergencial,BR,unemployment,0.0,0.1961,3,0,0,6,0.6295
br_bpc,BR,disability_support,0.5622,0.5,2,0,1,6,0.4108
br_bolsa_familia,BR,child_support,0.6198,0.8889,3,1,1,6,0.63
br_sus,BR,healthcare_support,0.0,0.15,0,1,1,6,0.7111
us_section8,US,housing_assistance,0.7095,0.9608,2,0,1,6,0.3598
in_pmaay,IN,housing_assistance,0.3779,0.2745,0,0,1,6,0.3659
us_medicaid,US,healthcare_support,0.1602,0.1,2,1,1,6,0.7868
br_bpc,BR,disability_support,0.3876,0.5167,0,0,1,6,0.345
us_medicaid,US,healthcare_support,0.2401,0.6,2,0,1,6,0.5397
in_nfsa,IN,food_assistance,0.5471,0.35,1,0,1,6,0.3487
us_medicaid,US,healthcare_support,0.2338,0.1667,3,0,1,6,0.5305
us_unemployment,US,unemployment,0.0,0.9412,3,0,0,6,0.7049
br_minha_casa,BR,housing_assistance,0.4932,0.9608,3,0,1,6,0.522
in_nsap,IN,elderly_care,0.2593,0.6,2,0,1,6,0.587
in_pmaay,IN,housing_assistance,0.4147,0.4118,0,0,1,6,0.3844
in_nsap,IN,elderly_care,0.0648,0.4333,1,0,1,6,0.5339
us_tanf,US,child_support,0.1857,0.7778,1,1,1,6,0.6976
br_bolsa_familia,BR,child_support,0.7113,0.0,0,0,1,6,0.1961
us_snap,US,food_assistance,0.6948,0.0167,3,1,1,6,0.5862
br_idoso,BR,elderly_care,0.2913,0.3667,1,0,1,6,0.4661
in_nsap,IN,elderly_care,0.4362,0.4667,3,0,1,6,0.4592
br_idoso,BR,elderly_care,0.2615,0.8667,2,1,1,6,0.735
us_ssdi,US,disability_support,0.0,0.1569,1,0,1,6,0.5854
us_tanf,US,child_support,0.1642,0.7778,3,0,1,6,0.6456
in_pmaay,IN,housing_assistance,0.7758,0.9608,2,1,1,6,0.5213
br_idoso,BR,elderly_care,0.0785,0.5667,0,1,1,6,0.6957
br_minha_casa,BR,housing_assistance,0.4802,0.9804,2,0,1,6,0.5304
in_icds,IN,child_support,0.4236,0.6667,3,1,1,6,0.6778
in_disability_pension,IN,disability_support,0.558,0.2157,0,0,1,6,0.2223
br_sus,BR,healthcare_support,0.0,0.5833,1,0,1,6,0.6567
br_auxilio_emergencial,BR,unemployment,0.0,0.1765,0,1,0,6,0.7389
in_nsap,IN,elderly_care,0.2036,0.3,1,1,1,6,0.6677
us_section8,US,housing_assistance,0.4034,0.6078,3,1,1,6,0.751
us_medicaid,US,healthcare_support,0.5059,0.2,1,0,1,6,0.3501
in_icds,IN,child_support,0.364,0.0,0,0,1,6,0.3433
br_bolsa_familia,BR,child_support,0.5196,0.1111,0,0,1,6,0.2664
br_sus,BR,healthcare_support,0.0,0.05,0,0,1,6,0.55
us_unemployment,US,unemployment,0.0,0.2353,2,0,0,6,0.6399
in_nsap,IN,elderly_care,0.1066,0.9667,2,1,1,6,0.835
br_bpc,BR,disability_support,0.6958,0.8833,0,0,1,6,0.29
us_unemployment,US,unemployment,0.0,0.8627,0,0,0,6,0.5835
br_bpc,BR,disability_support,0.2811,0.3,0,1,1,6,0.6172
in_nsap,IN,elderly_care,0.2937,0.0,0,0,1,6,0.4075
us_ssdi,US,disability_support,0.0,0.3137,0,0,1,6,0.5505
us_tanf,US,child_support,0.1076,0.3333,0,1,1,6,0.7087
us_section8,US,housing_assistance,0.3583,0.9608,1,0,1,6,0.4992
us_section8,US,housing_assistance,0.4054,0.1765,2,1,1,6,0.6437
us_section8,US,housing_assistance,0.2258,0.8039,0,1,1,6,0.688
in_disability_pension,IN,disability_support,0.4083,0.7647,2,0,1,6,0.4883
br_bolsa_familia,BR,child_support,0.4578,0.5556,3,1,1,6,0.7039
us_ssdi,US,disability_support,0.0,0.4902,0,1,1,6,0.7599
in_pmaay,IN,housing_assistance,0.2808,0.5294,2,1,1,6,0.7051
in_pmjay,IN,healthcare_support,0.5109,0.6833,1,0,1,6,0.34
us_ssdi,US,disability_support,0.0,0.902,1,0,1,6,0.5978
us_snap,US,food_assistance,0.5306,0.8333,0,0,1,6,0.3843
us_ssdi,US,disability_support,0.0,0.1569,2,0,1,6,0.6282
us_snap,US,food_assistance,0.8748,0.1833,1,1,1,6,0.391
us_snap,US,food_assistance,0.3429,0.6167,2,1,1,6,0.7367
us_ssdi,US,disability_support,0.0,0.0,1,1,1,6,0.7091
br_bolsa_familia,BR,child_support,0.2271,0.4444,1,0,1,6,0.5192
in_pmaay,IN,housing_assistance,0.0605,0.3529,0,0,1,6,0.4897
br_minha_casa,BR,housing_assistance,0.5528,0.5882,0,1,1,6,0.5386
br_bpc,BR,disability_support,0.2548,0.6,1,1,1,6,0.7168
br_bpc,BR,disability_support,0.5512,0.7667,1,1,1,6,0.5878
br_sus,BR,healthcare_support,0.0,0.2833,1,1,1,6,0.7393
us_unemployment,US,unemployment,0.0,0.7647,1,0,0,6,0.6557
us_medicaid,US,healthcare_support,0.4381,0.75,1,0,1,6,0.3985
in_nfsa,IN,food_assistance,0.2094,0.1667,0,1,1,6,0.6616
br_bpc,BR,disability_support,0.2082,0.7667,0,0,1,6,0.4337
in_pmjay,IN,healthcare_support,0.6562,0.8333,0,0,1,6,0.2781
us_tanf,US,child_support,0.507,0.5556,2,0,1,6,0.4626
in_nfsa,IN,food_assistance,0.159,0.0667,2,0,1,6,0.5313
us_snap,US,food_assistance,0.3324,0.6833,2,1,1,6,0.7238
br_bolsa_familia,BR,child_support,0.3464,0.4444,0,0,1,6,0.4087
us_medicaid,US,healthcare_support,0.584,0.2167,1,0,1,6,0.3269
in_pmjay,IN,healthcare_support,0.2216,0.4167,1,0,1,6,0.4679
br_idoso,BR,elderly_care,0.2249,0.3333,0,0,1,6,0.4207
us_tanf,US,child_support,0.329,0.4444,1,0,1,6,0.4257
in_icds,IN,child_support,0.7521,0.6667,3,0,1,6,0.3909
in_pmaay,IN,housing_assistance,0.747,0.7647,0,0,1,6,0.2377
in_nfsa,IN,food_assistance,0.2323,0.7,1,0,1,6,0.4739
br_auxilio_emergencial,BR,unemployment,0.0,0.5294,1,1,0,6,0.7935
br_minha_casa,BR,housing_assistance,0.4559,0.9608,0,1,1,6,0.6211
us_unemployment,US,unemployment,0.0,0.1373,1,0,0,6,0.5438
us_medicaid,US,healthcare_support,0.6413,0.6333,0,1,1,6,0.4976
us_section8,US,housing_assistance,0.5272,0.7451,0,0,1,6,0.3239
us_section8,US,housing_assistance,0.2978,0.4902,0,0,1,6,0.3967
in_pmjay,IN,healthcare_support,0.1905,0.3667,2,0,1,6,0.5613
us_section8,US,housing_assistance,0.3537,0.9804,1,0,1,6,0.4968
br_minha_casa,BR,housing_assistance,0.6457,0.2157,1,0,1,6,0.2336
us_snap,US,food_assistance,0.7612,0.1667,0,0,1,6,0.1671
us_unemployment,US,unemployment,0.0,0.9216,1,0,0,6,0.6206
br_idoso,BR,elderly_care,0.3688,0.1333,3,0,1,6,0.4613
us_section8,US,housing_assistance,0.4462,0.5686,0,0,1,6,0.3344
in_nsap,IN,elderly_care,0.372,0.5333,0,0,1,6,0.3956
in_nsap,IN,elderly_care,0.4636,0.8667,1,1,1,6,0.6143
in_nfsa,IN,food_assistance,0.2525,0.1333,0,0,1,6,0.3857
br_auxilio_emergencial,BR,unemployment,0.0,0.902,1,1,0,6,0.865
br_bpc,BR,disability_support,0.3761,0.1,0,1,1,6,0.5795
in_icds,IN,child_support,0.7657,0.3333,2,1,1,6,0.4427
br_bolsa_familia,BR,child_support,0.676,0.7778,1,0,1,6,0.3053
br_bpc,BR,disability_support,0.5622,0.8333,1,1,1,6,0.6239
in_nfsa,IN,food_assistance,0.572,0.2167,0,1,1,6,0.4322
in_pmjay,IN,healthcare_support,0.4173,0.3167,0,0,1,6,0.3
in_disability_pension,IN,disability_support,0.5324,0.8039,3,0,1,6,0.5051
us_ssdi,US,disability_support,0.0,0.5098,1,0,1,6,0.5754
us_ssdi,US,disability_support,0.0,0.6471,0,0,1,6,0.5422
us_unemployment,US,unemployment,0.0,0.8627,0,1,0,6,0.7676
us_section8,US,housing_assistance,0.6468,0.6863,0,0,1,6,0.2509
in_icds,IN,child_support,0.5016,0.3333,0,0,1,6,0.3456
in_nfsa,IN,food_assistance,0.2699,0.0,1,1,1,6,0.6417
br_bolsa_familia,BR,child_support,0.439,0.7778,1,0,1,6,0.4671
in_icds,IN,child_support,0.299,0.3333,3,0,1,6,0.5529
in_nfsa,IN,food_assistance,0.1142,0.7667,1,1,1,6,0.7907
br_bpc,BR,disability_support,0.7892,0.2667,1,1,1,6,0.3841
in_nsap,IN,elderly_care,0.1506,0.3,2,0,1,6,0.5795
in_nsap,IN,elderly_care,0.2584,0.2,3,1,1,6,0.7538
us_unemployment,US,unemployment,0.0,0.3725,2,1,0,6,0.8229
in_disability_pension,IN,disability_support,0.1962,0.6471,0,0,1,6,0.4346
in_icds,IN,child_support,0.3742,0.6667,3,0,1,6,0.5709
us_snap,US,food_assistance,0.4195,0.3833,1,1,1,6,0.6035
br_bolsa_familia,BR,child_support,0.1921,0.7778,2,1,1,6,0.8287
in_pmjay,IN,healthcare_support,0.4947,0.0667,2,0,1,6,0.4011
us_unemployment,US,unemployment,0.0,0.0784,1,0,0,6,0.5259
br_bolsa_familia,BR,child_support,0.2443,0.1111,2,0,1,6,0.5506
in_pmaay,IN,housing_assistance,0.5909,0.4314,1,1,1,6,0.5439
us_tanf,US,child_support,0.4834,0.8889,2,1,1,6,0.6564
us_ssdi,US,disability_support,0.0,0.7255,1,1,1,6,0.8551
in_nfsa,IN,food_assistance,0.4383,0.4333,0,0,1,6,0.3296
br_bpc,BR,disability_support,0.3332,0.8,3,0,1,6,0.5476
br_sus,BR,healthcare_support,0.0,0.9667,2,0,1,6,0.6502
in_nfsa,IN,food_assistance,0.6947,0.1667,1,0,1,6,0.2615
br_auxilio_emergencial,BR,unemployment,0.0,0.549,3,0,0,6,0.74
br_sus,BR,healthcare_support,0.0,0.1667,0,0,1,6,0.4855
in_pmjay,IN,healthcare_support,0.1761,0.0667,3,1,1,6,0.8224
us_unemployment,US,unemployment,0.0,0.7647,0,1,0,6,0.7704
in_icds,IN,child_support,0.2982,0.0,1,1,1,6,0.6498
in_icds,IN,child_support,0.5626,0.6667,3,1,1,6,0.7006
br_idoso,BR,elderly_care,0.7328,0.7333,0,0,1,6,0.2172
us_tanf,US,child_support,0.3331,0.2222,0,1,1,6,0.5255
us_section8,US,housing_assistance,0.3896,0.8627,2,1,1,6,0.7461
us_snap,US,food_assistance,0.7192,0.3167,2,0,1,6,0.3293
us_unemployment,US,unemployment,0.0,0.1176,1,0,0,6,0.549
us_tanf,US,child_support,0.6583,0.7778,0,1,1,6,0.4916
br_sus,BR,healthcare_support,0.0,0.15,2,0,1,6,0.6271
us_snap,US,food_assistance,0.5082,0.2667,0,0,1,6,0.319
us_snap,US,food_assistance,0.125,0.9167,1,1,1,6,0.7694
br_bpc,BR,disability_support,0.2057,0.0167,2,1,1,6,0.7403
us_ssdi,US,disability_support,0.0,0.2353,3,1,1,6,0.9092
in_pmjay,IN,healthcare_support,0.2266,0.1667,0,1,1,6,0.6558
in_disability_pension,IN,disability_support,0.3326,0.0588,1,0,1,6,0.3987
br_auxilio_emergencial,BR,unemployment,0.0,0.3922,0,0,0,6,0.5255
in_pmjay,IN,healthcare_support,0.2877,0.7833,1,0,1,6,0.4627
us_ssdi,US,disability_support,0.0,0.2745,0,1,1,6,0.6995
in_pmjay,IN,healthcare_support,0.5273,0.2667,0,1,1,6,0.4408
br_sus,BR,healthcare_support,0.0,0.7333,3,0,1,6,0.6972
br_sus,BR,healthcare_support,0.0,0.9667,0,1,1,6,0.8198
br_idoso,BR,elderly_care,0.5742,0.2,1,0,1,6,0.3233
br_idoso,BR,elderly_care,0.3049,0.8667,1,0,1,6,0.5441
in_nfsa,IN,food_assistance,0.6799,0.1333,3,1,1,6,0.5841
us_unemployment,US,unemployment,0.0,0.9412,0,0,0,6,0.5874
in_pmaay,IN,housing_assistance,0.3517,0.902,2,0,1,6,0.4956
br_sus,BR,healthcare_support,0.0,0.8,1,1,1,6,0.876
